speaker_ID,sex,length,origin_path
237,M,52457,wav16_cut/p237_054.wav
288,F,52458,wav16_cut/p288_294.wav
233,F,52458,wav16_cut/p233_027.wav
278,M,52458,wav16_cut/p278_083.wav
341,F,52459,wav16_cut/p341_215.wav
343,F,52459,wav16_cut/p343_093.wav
316,M,52460,wav16_cut/p316_352.wav
274,M,52461,wav16_cut/p274_384.wav
336,F,52461,wav16_cut/p336_017.wav
295,F,52463,wav16_cut/p295_297.wav
287,M,52463,wav16_cut/p287_155.wav
238,F,52465,wav16_cut/p238_413.wav
308,F,52465,wav16_cut/p308_184.wav
302,M,52465,wav16_cut/p302_104.wav
232,M,52466,wav16_cut/p232_343.wav
234,F,52466,wav16_cut/p234_236.wav
299,F,52467,wav16_cut/p299_020.wav
254,M,52468,wav16_cut/p254_256.wav
260,M,52468,wav16_cut/p260_270.wav
272,M,52469,wav16_cut/p272_398.wav
376,M,52471,wav16_cut/p376_258.wav
308,F,52472,wav16_cut/p308_278.wav
295,F,52472,wav16_cut/p295_167.wav
281,M,52473,wav16_cut/p281_078.wav
308,F,52474,wav16_cut/p308_128.wav
253,F,52474,wav16_cut/p253_216.wav
376,M,52475,wav16_cut/p376_262.wav
232,M,52475,wav16_cut/p232_148.wav
335,F,52475,wav16_cut/p335_410.wav
282,F,52475,wav16_cut/p282_368.wav
246,M,52476,wav16_cut/p246_349.wav
334,M,52476,wav16_cut/p334_341.wav
245,M,52477,wav16_cut/p245_216.wav
240,F,52478,wav16_cut/p240_221.wav
307,F,52479,wav16_cut/p307_149.wav
226,M,52480,wav16_cut/p226_254.wav
251,M,52480,wav16_cut/p251_163.wav
341,F,52480,wav16_cut/p341_290.wav
306,F,52480,wav16_cut/p306_184.wav
310,F,52523,wav16_cut/p310_280.wav
301,F,52570,wav16_cut/p301_168.wav
270,M,52570,wav16_cut/p270_136.wav
260,M,52570,wav16_cut/p260_161.wav
345,M,52573,wav16_cut/p345_250.wav
271,M,52573,wav16_cut/p271_183.wav
274,M,52575,wav16_cut/p274_079.wav
314,F,52575,wav16_cut/p314_410.wav
329,F,52575,wav16_cut/p329_202.wav
272,M,52575,wav16_cut/p272_266.wav
303,F,52576,wav16_cut/p303_106.wav
308,F,52577,wav16_cut/p308_143.wav
249,F,52577,wav16_cut/p249_105.wav
274,M,52577,wav16_cut/p274_191.wav
299,F,52577,wav16_cut/p299_190.wav
318,F,52578,wav16_cut/p318_077.wav
297,F,52578,wav16_cut/p297_266.wav
266,F,52579,wav16_cut/p266_367.wav
315,M,52579,wav16_cut/p315_046.wav
249,F,52579,wav16_cut/p249_160.wav
303,F,52580,wav16_cut/p303_205.wav
230,F,52581,wav16_cut/p230_374.wav
301,F,52581,wav16_cut/p301_162.wav
295,F,52582,wav16_cut/p295_066.wav
376,M,52582,wav16_cut/p376_240.wav
229,F,52582,wav16_cut/p229_129.wav
282,F,52582,wav16_cut/p282_185.wav
250,F,52584,wav16_cut/p250_331.wav
228,F,52584,wav16_cut/p228_332.wav
363,M,52585,wav16_cut/p363_365.wav
243,M,52586,wav16_cut/p243_025.wav
240,F,52588,wav16_cut/p240_055.wav
300,F,52590,wav16_cut/p300_260.wav
256,M,52591,wav16_cut/p256_231.wav
305,F,52591,wav16_cut/p305_252.wav
341,F,52591,wav16_cut/p341_118.wav
326,M,52593,wav16_cut/p326_372.wav
330,F,52594,wav16_cut/p330_334.wav
241,M,52595,wav16_cut/p241_025.wav
234,F,52595,wav16_cut/p234_029.wav
247,M,52597,wav16_cut/p247_227.wav
262,F,52599,wav16_cut/p262_169.wav
278,M,52599,wav16_cut/p278_372.wav
303,F,52600,wav16_cut/p303_191.wav
227,M,52600,wav16_cut/p227_093.wav
238,F,52600,wav16_cut/p238_273.wav
229,F,52601,wav16_cut/p229_134.wav
271,M,52601,wav16_cut/p271_370.wav
298,M,52601,wav16_cut/p298_079.wav
286,M,52602,wav16_cut/p286_076.wav
282,F,52603,wav16_cut/p282_152.wav
301,F,52603,wav16_cut/p301_233.wav
254,M,52603,wav16_cut/p254_145.wav
240,F,52603,wav16_cut/p240_368.wav
299,F,52603,wav16_cut/p299_363.wav
300,F,52604,wav16_cut/p300_204.wav
275,M,52605,wav16_cut/p275_097.wav
255,M,52606,wav16_cut/p255_007.wav
318,F,52606,wav16_cut/p318_215.wav
314,F,52610,wav16_cut/p314_103.wav
310,F,52610,wav16_cut/p310_338.wav
323,F,52611,wav16_cut/p323_361.wav
286,M,52611,wav16_cut/p286_375.wav
311,M,52611,wav16_cut/p311_047.wav
300,F,52613,wav16_cut/p300_357.wav
376,M,52614,wav16_cut/p376_213.wav
249,F,52615,wav16_cut/p249_138.wav
329,F,52616,wav16_cut/p329_365.wav
277,F,52618,wav16_cut/p277_441.wav
307,F,52619,wav16_cut/p307_276.wav
297,F,52620,wav16_cut/p297_205.wav
307,F,52621,wav16_cut/p307_371.wav
227,M,52621,wav16_cut/p227_172.wav
236,F,52621,wav16_cut/p236_012.wav
363,M,52622,wav16_cut/p363_031.wav
301,F,52624,wav16_cut/p301_263.wav
302,M,52624,wav16_cut/p302_076.wav
252,M,52625,wav16_cut/p252_039.wav
308,F,52626,wav16_cut/p308_253.wav
241,M,52627,wav16_cut/p241_007.wav
227,M,52627,wav16_cut/p227_285.wav
237,M,52628,wav16_cut/p237_161.wav
303,F,52629,wav16_cut/p303_271.wav
316,M,52630,wav16_cut/p316_150.wav
268,F,52630,wav16_cut/p268_402.wav
334,M,52631,wav16_cut/p334_357.wav
256,M,52632,wav16_cut/p256_242.wav
238,F,52632,wav16_cut/p238_319.wav
301,F,52633,wav16_cut/p301_320.wav
256,M,52634,wav16_cut/p256_035.wav
239,F,52635,wav16_cut/p239_144.wav
374,M,52636,wav16_cut/p374_281.wav
238,F,52636,wav16_cut/p238_128.wav
303,F,52640,wav16_cut/p303_051.wav
297,F,52642,wav16_cut/p297_331.wav
234,F,52643,wav16_cut/p234_261.wav
264,F,52643,wav16_cut/p264_123.wav
288,F,52643,wav16_cut/p288_092.wav
300,F,52644,wav16_cut/p300_273.wav
293,F,52647,wav16_cut/p293_310.wav
293,F,52649,wav16_cut/p293_380.wav
282,F,52649,wav16_cut/p282_347.wav
313,F,52649,wav16_cut/p313_129.wav
288,F,52651,wav16_cut/p288_385.wav
307,F,52651,wav16_cut/p307_164.wav
323,F,52651,wav16_cut/p323_385.wav
302,M,52740,wav16_cut/p302_214.wav
315,M,52740,wav16_cut/p315_031.wav
251,M,52744,wav16_cut/p251_271.wav
269,F,52750,wav16_cut/p269_370.wav
330,F,52750,wav16_cut/p330_088.wav
288,F,52751,wav16_cut/p288_176.wav
303,F,52751,wav16_cut/p303_138.wav
228,F,52753,wav16_cut/p228_130.wav
345,M,52754,wav16_cut/p345_036.wav
249,F,52755,wav16_cut/p249_239.wav
314,F,52756,wav16_cut/p314_339.wav
307,F,52757,wav16_cut/p307_317.wav
298,M,52758,wav16_cut/p298_059.wav
363,M,52759,wav16_cut/p363_202.wav
376,M,52762,wav16_cut/p376_025.wav
275,M,52763,wav16_cut/p275_205.wav
275,M,52763,wav16_cut/p275_197.wav
278,M,52765,wav16_cut/p278_130.wav
302,M,52766,wav16_cut/p302_111.wav
274,M,52767,wav16_cut/p274_136.wav
316,M,52768,wav16_cut/p316_058.wav
271,M,52769,wav16_cut/p271_152.wav
297,F,52771,wav16_cut/p297_375.wav
300,F,52772,wav16_cut/p300_217.wav
335,F,52772,wav16_cut/p335_397.wav
243,M,52773,wav16_cut/p243_118.wav
308,F,52773,wav16_cut/p308_238.wav
306,F,52774,wav16_cut/p306_323.wav
301,F,52775,wav16_cut/p301_322.wav
238,F,52777,wav16_cut/p238_406.wav
240,F,52777,wav16_cut/p240_106.wav
307,F,52777,wav16_cut/p307_142.wav
341,F,52778,wav16_cut/p341_050.wav
374,M,52779,wav16_cut/p374_073.wav
274,M,52780,wav16_cut/p274_388.wav
297,F,52780,wav16_cut/p297_153.wav
260,M,52780,wav16_cut/p260_013.wav
271,M,52780,wav16_cut/p271_362.wav
287,M,52783,wav16_cut/p287_064.wav
335,F,52785,wav16_cut/p335_420.wav
264,F,52786,wav16_cut/p264_366.wav
236,F,52787,wav16_cut/p236_199.wav
374,M,52788,wav16_cut/p374_142.wav
376,M,52789,wav16_cut/p376_190.wav
341,F,52790,wav16_cut/p341_041.wav
240,F,52790,wav16_cut/p240_358.wav
314,F,52791,wav16_cut/p314_211.wav
277,F,52793,wav16_cut/p277_449.wav
238,F,52793,wav16_cut/p238_160.wav
264,F,52793,wav16_cut/p264_246.wav
226,M,52793,wav16_cut/p226_306.wav
265,F,52794,wav16_cut/p265_296.wav
249,F,52796,wav16_cut/p249_110.wav
255,M,52796,wav16_cut/p255_105.wav
262,F,52796,wav16_cut/p262_155.wav
292,M,52797,wav16_cut/p292_128.wav
262,F,52799,wav16_cut/p262_302.wav
232,M,52799,wav16_cut/p232_058.wav
274,M,52800,wav16_cut/p274_422.wav
302,M,52800,wav16_cut/p302_228.wav
263,M,52801,wav16_cut/p263_241.wav
298,M,52803,wav16_cut/p298_035.wav
276,F,52804,wav16_cut/p276_399.wav
308,F,52804,wav16_cut/p308_417.wav
293,F,52806,wav16_cut/p293_382.wav
225,F,52808,wav16_cut/p225_242.wav
317,F,52810,wav16_cut/p317_282.wav
270,M,52814,wav16_cut/p270_329.wav
264,F,52814,wav16_cut/p264_171.wav
240,F,52818,wav16_cut/p240_061.wav
300,F,52818,wav16_cut/p300_096.wav
334,M,52818,wav16_cut/p334_041.wav
226,M,52818,wav16_cut/p226_226.wav
298,M,52820,wav16_cut/p298_002.wav
225,F,52821,wav16_cut/p225_314.wav
244,F,52822,wav16_cut/p244_013.wav
288,F,52822,wav16_cut/p288_348.wav
238,F,52822,wav16_cut/p238_146.wav
330,F,52822,wav16_cut/p330_185.wav
232,M,52822,wav16_cut/p232_259.wav
316,M,52843,wav16_cut/p316_017.wav
264,F,52910,wav16_cut/p264_381.wav
234,F,52911,wav16_cut/p234_350.wav
227,M,52912,wav16_cut/p227_002.wav
314,F,52912,wav16_cut/p314_067.wav
323,F,52913,wav16_cut/p323_073.wav
341,F,52914,wav16_cut/p341_047.wav
274,M,52915,wav16_cut/p274_382.wav
341,F,52915,wav16_cut/p341_403.wav
282,F,52916,wav16_cut/p282_060.wav
232,M,52916,wav16_cut/p232_307.wav
238,F,52916,wav16_cut/p238_338.wav
281,M,52917,wav16_cut/p281_333.wav
376,M,52917,wav16_cut/p376_065.wav
238,F,52917,wav16_cut/p238_191.wav
233,F,52918,wav16_cut/p233_140.wav
308,F,52918,wav16_cut/p308_056.wav
258,M,52918,wav16_cut/p258_358.wav
255,M,52919,wav16_cut/p255_050.wav
284,M,52920,wav16_cut/p284_199.wav
238,F,52926,wav16_cut/p238_334.wav
301,F,52926,wav16_cut/p301_254.wav
329,F,52927,wav16_cut/p329_233.wav
302,M,52927,wav16_cut/p302_248.wav
253,F,52927,wav16_cut/p253_191.wav
326,M,52930,wav16_cut/p326_384.wav
225,F,52930,wav16_cut/p225_166.wav
330,F,52932,wav16_cut/p330_260.wav
288,F,52933,wav16_cut/p288_039.wav
293,F,52933,wav16_cut/p293_171.wav
293,F,52933,wav16_cut/p293_169.wav
308,F,52934,wav16_cut/p308_082.wav
303,F,52934,wav16_cut/p303_351.wav
262,F,52937,wav16_cut/p262_353.wav
267,F,52941,wav16_cut/p267_311.wav
238,F,52942,wav16_cut/p238_265.wav
263,M,52942,wav16_cut/p263_263.wav
300,F,52942,wav16_cut/p300_054.wav
336,F,52943,wav16_cut/p336_209.wav
259,M,52944,wav16_cut/p259_082.wav
243,M,52945,wav16_cut/p243_221.wav
268,F,52946,wav16_cut/p268_017.wav
347,M,52947,wav16_cut/p347_209.wav
335,F,52947,wav16_cut/p335_328.wav
374,M,52949,wav16_cut/p374_118.wav
301,F,52949,wav16_cut/p301_120.wav
297,F,52950,wav16_cut/p297_256.wav
272,M,52950,wav16_cut/p272_262.wav
285,M,52951,wav16_cut/p285_012.wav
252,M,52951,wav16_cut/p252_030.wav
262,F,52953,wav16_cut/p262_167.wav
340,F,52953,wav16_cut/p340_111.wav
233,F,52955,wav16_cut/p233_248.wav
374,M,52955,wav16_cut/p374_123.wav
341,F,52955,wav16_cut/p341_163.wav
231,F,52955,wav16_cut/p231_004.wav
318,F,52956,wav16_cut/p318_137.wav
295,F,52956,wav16_cut/p295_137.wav
263,M,52957,wav16_cut/p263_296.wav
270,M,52957,wav16_cut/p270_127.wav
293,F,52957,wav16_cut/p293_204.wav
313,F,52957,wav16_cut/p313_397.wav
277,F,52958,wav16_cut/p277_184.wav
313,F,52958,wav16_cut/p313_127.wav
265,F,52958,wav16_cut/p265_144.wav
255,M,52959,wav16_cut/p255_356.wav
288,F,52961,wav16_cut/p288_235.wav
326,M,52961,wav16_cut/p326_025.wav
313,F,52961,wav16_cut/p313_355.wav
266,F,52961,wav16_cut/p266_026.wav
376,M,52962,wav16_cut/p376_028.wav
263,M,52963,wav16_cut/p263_037.wav
301,F,52963,wav16_cut/p301_182.wav
301,F,52964,wav16_cut/p301_058.wav
272,M,52967,wav16_cut/p272_135.wav
255,M,52967,wav16_cut/p255_278.wav
345,M,52969,wav16_cut/p345_252.wav
227,M,52970,wav16_cut/p227_087.wav
260,M,52970,wav16_cut/p260_096.wav
234,F,52972,wav16_cut/p234_081.wav
268,F,52973,wav16_cut/p268_378.wav
255,M,52973,wav16_cut/p255_348.wav
276,F,52974,wav16_cut/p276_231.wav
343,F,52974,wav16_cut/p343_369.wav
360,M,52975,wav16_cut/p360_158.wav
292,M,52975,wav16_cut/p292_060.wav
261,F,52976,wav16_cut/p261_227.wav
262,F,52976,wav16_cut/p262_349.wav
264,F,52978,wav16_cut/p264_337.wav
302,M,52978,wav16_cut/p302_020.wav
301,F,52978,wav16_cut/p301_184.wav
316,M,52978,wav16_cut/p316_142.wav
249,F,52979,wav16_cut/p249_340.wav
374,M,52981,wav16_cut/p374_226.wav
263,M,52981,wav16_cut/p263_342.wav
265,F,52982,wav16_cut/p265_233.wav
243,M,52982,wav16_cut/p243_390.wav
255,M,52984,wav16_cut/p255_062.wav
284,M,52985,wav16_cut/p284_239.wav
301,F,52985,wav16_cut/p301_289.wav
248,F,52986,wav16_cut/p248_178.wav
258,M,52987,wav16_cut/p258_155.wav
264,F,52989,wav16_cut/p264_397.wav
323,F,52989,wav16_cut/p323_175.wav
261,F,52990,wav16_cut/p261_195.wav
256,M,52991,wav16_cut/p256_017.wav
362,F,52991,wav16_cut/p362_087.wav
285,M,52992,wav16_cut/p285_218.wav
256,M,52992,wav16_cut/p256_126.wav
230,F,53082,wav16_cut/p230_316.wav
256,M,53082,wav16_cut/p256_103.wav
364,M,53083,wav16_cut/p364_278.wav
263,M,53084,wav16_cut/p263_379.wav
268,F,53085,wav16_cut/p268_139.wav
297,F,53086,wav16_cut/p297_161.wav
310,F,53088,wav16_cut/p310_055.wav
263,M,53089,wav16_cut/p263_101.wav
330,F,53089,wav16_cut/p330_072.wav
285,M,53089,wav16_cut/p285_167.wav
316,M,53090,wav16_cut/p316_079.wav
234,F,53091,wav16_cut/p234_159.wav
243,M,53092,wav16_cut/p243_002.wav
268,F,53092,wav16_cut/p268_381.wav
238,F,53094,wav16_cut/p238_353.wav
316,M,53094,wav16_cut/p316_263.wav
293,F,53095,wav16_cut/p293_164.wav
300,F,53097,wav16_cut/p300_145.wav
295,F,53097,wav16_cut/p295_292.wav
364,M,53097,wav16_cut/p364_137.wav
306,F,53098,wav16_cut/p306_176.wav
243,M,53098,wav16_cut/p243_036.wav
306,F,53100,wav16_cut/p306_316.wav
310,F,53101,wav16_cut/p310_401.wav
229,F,53102,wav16_cut/p229_054.wav
323,F,53102,wav16_cut/p323_386.wav
295,F,53102,wav16_cut/p295_348.wav
265,F,53103,wav16_cut/p265_198.wav
298,M,53104,wav16_cut/p298_272.wav
251,M,53106,wav16_cut/p251_200.wav
300,F,53106,wav16_cut/p300_309.wav
298,M,53106,wav16_cut/p298_113.wav
334,M,53108,wav16_cut/p334_358.wav
307,F,53110,wav16_cut/p307_047.wav
239,F,53111,wav16_cut/p239_308.wav
270,M,53111,wav16_cut/p270_372.wav
374,M,53111,wav16_cut/p374_412.wav
240,F,53111,wav16_cut/p240_318.wav
326,M,53111,wav16_cut/p326_107.wav
303,F,53111,wav16_cut/p303_095.wav
227,M,53112,wav16_cut/p227_153.wav
249,F,53114,wav16_cut/p249_288.wav
283,F,53114,wav16_cut/p283_388.wav
249,F,53115,wav16_cut/p249_035.wav
287,M,53116,wav16_cut/p287_297.wav
269,F,53117,wav16_cut/p269_218.wav
308,F,53117,wav16_cut/p308_364.wav
308,F,53119,wav16_cut/p308_064.wav
297,F,53120,wav16_cut/p297_109.wav
228,F,53120,wav16_cut/p228_238.wav
234,F,53121,wav16_cut/p234_077.wav
302,M,53123,wav16_cut/p302_052.wav
323,F,53123,wav16_cut/p323_258.wav
246,M,53124,wav16_cut/p246_171.wav
314,F,53125,wav16_cut/p314_034.wav
277,F,53125,wav16_cut/p277_344.wav
283,F,53126,wav16_cut/p283_241.wav
303,F,53127,wav16_cut/p303_168.wav
251,M,53127,wav16_cut/p251_321.wav
258,M,53128,wav16_cut/p258_055.wav
243,M,53131,wav16_cut/p243_106.wav
335,F,53131,wav16_cut/p335_198.wav
240,F,53132,wav16_cut/p240_116.wav
245,M,53133,wav16_cut/p245_174.wav
335,F,53134,wav16_cut/p335_382.wav
288,F,53135,wav16_cut/p288_114.wav
329,F,53136,wav16_cut/p329_231.wav
300,F,53136,wav16_cut/p300_131.wav
286,M,53139,wav16_cut/p286_359.wav
262,F,53140,wav16_cut/p262_333.wav
228,F,53140,wav16_cut/p228_242.wav
297,F,53142,wav16_cut/p297_117.wav
286,M,53145,wav16_cut/p286_164.wav
318,F,53145,wav16_cut/p318_301.wav
237,M,53146,wav16_cut/p237_199.wav
270,M,53146,wav16_cut/p270_114.wav
256,M,53150,wav16_cut/p256_109.wav
255,M,53152,wav16_cut/p255_156.wav
233,F,53153,wav16_cut/p233_335.wav
295,F,53154,wav16_cut/p295_147.wav
271,M,53154,wav16_cut/p271_389.wav
285,M,53159,wav16_cut/p285_305.wav
261,F,53159,wav16_cut/p261_436.wav
295,F,53160,wav16_cut/p295_390.wav
269,F,53160,wav16_cut/p269_403.wav
345,M,53161,wav16_cut/p345_020.wav
233,F,53161,wav16_cut/p233_270.wav
247,M,53161,wav16_cut/p247_363.wav
362,F,53162,wav16_cut/p362_204.wav
243,M,53163,wav16_cut/p243_279.wav
298,M,53163,wav16_cut/p298_125.wav
281,M,53163,wav16_cut/p281_060.wav
268,F,53163,wav16_cut/p268_093.wav
267,F,53163,wav16_cut/p267_169.wav
293,F,53163,wav16_cut/p293_098.wav
255,M,53163,wav16_cut/p255_317.wav
283,F,53163,wav16_cut/p283_411.wav
303,F,53252,wav16_cut/p303_126.wav
263,M,53252,wav16_cut/p263_134.wav
335,F,53253,wav16_cut/p335_341.wav
269,F,53254,wav16_cut/p269_375.wav
347,M,53254,wav16_cut/p347_369.wav
295,F,53254,wav16_cut/p295_150.wav
255,M,53255,wav16_cut/p255_242.wav
250,F,53258,wav16_cut/p250_004.wav
323,F,53258,wav16_cut/p323_076.wav
293,F,53259,wav16_cut/p293_226.wav
300,F,53259,wav16_cut/p300_291.wav
304,M,53260,wav16_cut/p304_078.wav
275,M,53260,wav16_cut/p275_425.wav
282,F,53260,wav16_cut/p282_090.wav
275,M,53263,wav16_cut/p275_217.wav
281,M,53264,wav16_cut/p281_126.wav
362,F,53264,wav16_cut/p362_213.wav
227,M,53266,wav16_cut/p227_072.wav
251,M,53267,wav16_cut/p251_113.wav
300,F,53267,wav16_cut/p300_090.wav
233,F,53268,wav16_cut/p233_128.wav
317,F,53268,wav16_cut/p317_309.wav
329,F,53269,wav16_cut/p329_026.wav
318,F,53270,wav16_cut/p318_348.wav
288,F,53271,wav16_cut/p288_242.wav
226,M,53271,wav16_cut/p226_061.wav
315,M,53272,wav16_cut/p315_360.wav
254,M,53272,wav16_cut/p254_188.wav
267,F,53273,wav16_cut/p267_265.wav
306,F,53278,wav16_cut/p306_078.wav
293,F,53278,wav16_cut/p293_356.wav
238,F,53279,wav16_cut/p238_263.wav
284,M,53280,wav16_cut/p284_133.wav
333,F,53281,wav16_cut/p333_092.wav
300,F,53283,wav16_cut/p300_114.wav
343,F,53283,wav16_cut/p343_253.wav
240,F,53284,wav16_cut/p240_172.wav
298,M,53284,wav16_cut/p298_126.wav
228,F,53285,wav16_cut/p228_264.wav
270,M,53286,wav16_cut/p270_410.wav
316,M,53287,wav16_cut/p316_334.wav
347,M,53289,wav16_cut/p347_342.wav
317,F,53289,wav16_cut/p317_273.wav
277,F,53290,wav16_cut/p277_361.wav
233,F,53290,wav16_cut/p233_171.wav
297,F,53290,wav16_cut/p297_107.wav
232,M,53292,wav16_cut/p232_013.wav
279,M,53293,wav16_cut/p279_014.wav
376,M,53294,wav16_cut/p376_069.wav
238,F,53298,wav16_cut/p238_010.wav
330,F,53298,wav16_cut/p330_220.wav
361,F,53299,wav16_cut/p361_339.wav
334,M,53299,wav16_cut/p334_221.wav
351,F,53299,wav16_cut/p351_213.wav
301,F,53302,wav16_cut/p301_093.wav
273,M,53302,wav16_cut/p273_013.wav
238,F,53302,wav16_cut/p238_455.wav
258,M,53303,wav16_cut/p258_040.wav
240,F,53304,wav16_cut/p240_220.wav
272,M,53305,wav16_cut/p272_346.wav
272,M,53307,wav16_cut/p272_372.wav
246,M,53308,wav16_cut/p246_035.wav
295,F,53308,wav16_cut/p295_108.wav
330,F,53308,wav16_cut/p330_187.wav
336,F,53308,wav16_cut/p336_164.wav
308,F,53311,wav16_cut/p308_036.wav
303,F,53311,wav16_cut/p303_079.wav
307,F,53313,wav16_cut/p307_117.wav
236,F,53313,wav16_cut/p236_094.wav
228,F,53317,wav16_cut/p228_139.wav
301,F,53319,wav16_cut/p301_121.wav
307,F,53320,wav16_cut/p307_238.wav
266,F,53320,wav16_cut/p266_020.wav
265,F,53320,wav16_cut/p265_317.wav
308,F,53320,wav16_cut/p308_173.wav
307,F,53321,wav16_cut/p307_305.wav
307,F,53322,wav16_cut/p307_206.wav
281,M,53322,wav16_cut/p281_215.wav
284,M,53323,wav16_cut/p284_034.wav
298,M,53324,wav16_cut/p298_199.wav
316,M,53324,wav16_cut/p316_174.wav
249,F,53324,wav16_cut/p249_169.wav
263,M,53325,wav16_cut/p263_273.wav
262,F,53325,wav16_cut/p262_303.wav
374,M,53325,wav16_cut/p374_332.wav
374,M,53325,wav16_cut/p374_045.wav
326,M,53325,wav16_cut/p326_188.wav
317,F,53327,wav16_cut/p317_207.wav
254,M,53327,wav16_cut/p254_139.wav
253,F,53327,wav16_cut/p253_080.wav
305,F,53329,wav16_cut/p305_093.wav
278,M,53329,wav16_cut/p278_352.wav
295,F,53330,wav16_cut/p295_215.wav
276,F,53331,wav16_cut/p276_127.wav
287,M,53332,wav16_cut/p287_323.wav
295,F,53332,wav16_cut/p295_214.wav
343,F,53332,wav16_cut/p343_247.wav
335,F,53332,wav16_cut/p335_321.wav
317,F,53333,wav16_cut/p317_102.wav
341,F,53333,wav16_cut/p341_166.wav
253,F,53333,wav16_cut/p253_352.wav
304,M,53334,wav16_cut/p304_107.wav
330,F,53334,wav16_cut/p330_189.wav
269,F,53334,wav16_cut/p269_054.wav
270,M,53422,wav16_cut/p270_095.wav
335,F,53424,wav16_cut/p335_393.wav
293,F,53425,wav16_cut/p293_064.wav
232,M,53426,wav16_cut/p232_090.wav
326,M,53427,wav16_cut/p326_050.wav
271,M,53428,wav16_cut/p271_280.wav
330,F,53431,wav16_cut/p330_225.wav
314,F,53432,wav16_cut/p314_201.wav
266,F,53432,wav16_cut/p266_009.wav
288,F,53433,wav16_cut/p288_257.wav
317,F,53433,wav16_cut/p317_213.wav
313,F,53436,wav16_cut/p313_029.wav
300,F,53436,wav16_cut/p300_252.wav
232,M,53437,wav16_cut/p232_160.wav
297,F,53438,wav16_cut/p297_226.wav
276,F,53439,wav16_cut/p276_092.wav
305,F,53440,wav16_cut/p305_335.wav
243,M,53441,wav16_cut/p243_032.wav
297,F,53441,wav16_cut/p297_297.wav
313,F,53443,wav16_cut/p313_043.wav
284,M,53443,wav16_cut/p284_182.wav
293,F,53444,wav16_cut/p293_210.wav
226,M,53446,wav16_cut/p226_002.wav
351,F,53448,wav16_cut/p351_344.wav
300,F,53449,wav16_cut/p300_177.wav
246,M,53449,wav16_cut/p246_187.wav
300,F,53453,wav16_cut/p300_037.wav
271,M,53453,wav16_cut/p271_286.wav
345,M,53454,wav16_cut/p345_239.wav
286,M,53457,wav16_cut/p286_291.wav
225,F,53457,wav16_cut/p225_165.wav
228,F,53458,wav16_cut/p228_317.wav
250,F,53458,wav16_cut/p250_117.wav
244,F,53459,wav16_cut/p244_340.wav
282,F,53460,wav16_cut/p282_207.wav
329,F,53460,wav16_cut/p329_372.wav
243,M,53461,wav16_cut/p243_086.wav
341,F,53462,wav16_cut/p341_173.wav
302,M,53462,wav16_cut/p302_088.wav
277,F,53464,wav16_cut/p277_084.wav
225,F,53464,wav16_cut/p225_253.wav
293,F,53465,wav16_cut/p293_303.wav
275,M,53466,wav16_cut/p275_144.wav
314,F,53469,wav16_cut/p314_403.wav
360,M,53469,wav16_cut/p360_020.wav
253,F,53470,wav16_cut/p253_290.wav
300,F,53472,wav16_cut/p300_276.wav
227,M,53472,wav16_cut/p227_355.wav
335,F,53473,wav16_cut/p335_036.wav
260,M,53473,wav16_cut/p260_142.wav
226,M,53474,wav16_cut/p226_027.wav
303,F,53476,wav16_cut/p303_327.wav
261,F,53476,wav16_cut/p261_259.wav
240,F,53477,wav16_cut/p240_309.wav
326,M,53477,wav16_cut/p326_109.wav
311,M,53480,wav16_cut/p311_392.wav
263,M,53480,wav16_cut/p263_216.wav
362,F,53481,wav16_cut/p362_094.wav
288,F,53481,wav16_cut/p288_032.wav
246,M,53482,wav16_cut/p246_017.wav
284,M,53484,wav16_cut/p284_365.wav
233,F,53484,wav16_cut/p233_067.wav
263,M,53485,wav16_cut/p263_391.wav
255,M,53486,wav16_cut/p255_106.wav
255,M,53486,wav16_cut/p255_253.wav
261,F,53487,wav16_cut/p261_324.wav
317,F,53489,wav16_cut/p317_197.wav
293,F,53492,wav16_cut/p293_259.wav
262,F,53494,wav16_cut/p262_045.wav
268,F,53494,wav16_cut/p268_185.wav
259,M,53494,wav16_cut/p259_320.wav
277,F,53497,wav16_cut/p277_350.wav
270,M,53499,wav16_cut/p270_456.wav
245,M,53500,wav16_cut/p245_144.wav
307,F,53501,wav16_cut/p307_067.wav
266,F,53501,wav16_cut/p266_112.wav
226,M,53501,wav16_cut/p226_245.wav
298,M,53501,wav16_cut/p298_027.wav
248,F,53504,wav16_cut/p248_092.wav
265,F,53504,wav16_cut/p265_155.wav
258,M,53504,wav16_cut/p258_275.wav
310,F,53580,wav16_cut/p310_137.wav
307,F,53593,wav16_cut/p307_106.wav
304,M,53594,wav16_cut/p304_415.wav
245,M,53596,wav16_cut/p245_087.wav
225,F,53600,wav16_cut/p225_035.wav
269,F,53601,wav16_cut/p269_210.wav
330,F,53601,wav16_cut/p330_193.wav
340,F,53602,wav16_cut/p340_140.wav
303,F,53604,wav16_cut/p303_047.wav
253,F,53605,wav16_cut/p253_361.wav
335,F,53606,wav16_cut/p335_291.wav
239,F,53606,wav16_cut/p239_277.wav
268,F,53607,wav16_cut/p268_323.wav
293,F,53610,wav16_cut/p293_317.wav
230,F,53611,wav16_cut/p230_242.wav
314,F,53611,wav16_cut/p314_044.wav
272,M,53615,wav16_cut/p272_187.wav
247,M,53616,wav16_cut/p247_367.wav
240,F,53617,wav16_cut/p240_207.wav
